"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 11 19:57:24 IST 2023","Wed Jan 11 19:57:27 IST 2023","3559","","Applitools table data validation","","","","webtable data validation",""
